titulo_diario;texto_diario;type;by;post_id;post_link;post_message;picture;full_picture;link;link_domain;post_published;post_published_unix;post_published_sql;likes_count_fb;comments_count_fb;reactions_count_fb;shares_count_fb;engagement_fb;comments_retrieved;comments_base;comments_replies;comments_likes_count;texto propio;localizacion_info;genero;tema;temp;modalidad;observaciones;rea_NONE;rea_LIKE;rea_LOVE;rea_WOW;rea_HAHA;rea_SAD;rea_ANGRY;rea_THANKFUL
"La carta de Diego Maradona contra la acusación de Julio Grondona: ""Hay que ser muy perverso para afirmarlo""";"Diego Maradona dijo que se siente una persona ""afortunada"" y afirmó que moriría por la selección argentina, en una nueva respuesta al presidente de la Asociación del Futbol Argentino,   Julio Grondona, quien   lo acusó de darle ""mala suerte""    a la selección.Diego leyó anoche en su programa ""De zurda"", que transmite ""Telesur"", una carta que escribió   en respuesta a Grondona,   luego de la controversia generada el sábado, después del triunfo de 1-0 de Argentina sobre Irán en el Mundial de Brasil.""Los muchachos que salen a la cancha representando al seleccionado argentino no son 11 desconocidos, por el contrario son mis amigos, son mis hermanos y quienes me conocen bien lo saben. Por mi país, por mi familia, por mis amigos doy la vida y jamás le desearía una desgracia. Hay que ser muy perverso para afirmarlo"", dijo.Maradona leyó la carta en el programa con el relator Víctor Hugo Morales, quien respaldó la dura respuesta del ex jugador, mientras celebraban los 28 años del día en que Argentina venció a Inglaterra en el Mundial de México 1986 con Maradona anotando los dos goles del triunfo, incluyendo el que quedó para la historia como el de la ""mano de Dios"".Grondona sugirió que Maradona le da ""mala suerte"" a la selección, ya que el equipo ganó el partido con Irán en los últimos instantes, poco después que Maradona se había levantado del asiento en el estadio.El sábado, Maradona señaló el programa que ""alguien dijo que se hizo el gol porque me fui yo"", al referirse al gol del astro Lionel Messi que selló la victoria en el tiempo agregado.""Se fue el mufa (persona que da mala suerte) y lo ganamos"",   fueron las palabras que exclamó Grondona a viva voz cuando se retiraba de las tribunas del estadio Mineirao en Belo Horizonte, según la prensa argentina.Maradona señaló que la carta que daría la vida por la selección argentina ""dentro y fuera de la cancha"".""Tobillos hinchados, uñas encarnada, lágrimas de alegría y tristeza deportiva son los trofeos que alzo en mis brazos, porque el talento tampoco se mancha. La magia de un tipo como Messi es indiscutible y tampoco es producto de una mufa. No es producto de la suerte porque si hablamos de suerte, yo soy un tipo afortunado, siento cada día el cariño de la gente, esa misma gente que me quiso como jugador y que hoy me sigue queriendo"", aseveró.Maradona dijo estar del lado de quienes ""estamos construyendo una nueva Latinoamérica, al revés de los poderes que manipular al mundo"".""Ellos no nos borran la sonrisa del rostro, ellos no nos quitan la alegría de celebrar un Mundial que está siendo hermoso y en que la buena suerte de nuestro pueblo no es fruto del azar. La pelota no se mancha, aunque algunos se la quieran comer"", finalizó.Luego de leer la carta, señaló que en ""los argentinos saben quién es quién y no hay que aclarar nada más"".Agencia DPA, DyN y Télam";link;post_page_71339054219;71339054219_10152217355234220;https://www.facebook.com/71339054219/posts/10152217355234220;LA NACION shared a link.;https://external.xx.fbcdn.net/safe_image.php?d=AQBUJRhWaehB77_9&w=130&h=130&url=http%3A%2F%2Fbucket.clanacion.com.ar%2Fanexos%2Ffotos%2F90%2F1903390.jpg&cfs=1&sx=87&sy=0&sw=640&sh=640;https://external.xx.fbcdn.net/safe_image.php?d=AQCVh0NajPh4RJ4x&url=http%3A%2F%2Fbucket.clanacion.com.ar%2Fanexos%2Ffotos%2F90%2F1903390.jpg;http://canchallena.lanacion.com.ar/1703778-la-carta-de-diego-maradona-contra-la-acusacion-de-julio-grondona-hay-que-ser-muy-perverso-para-afirmarlo?utm_source=FB-LN&utm_medium=Parti&utm_campaign=1703778;canchallena.lanacion.com.ar;2014-06-23T12:27:07+0000;1403526427;6/23/2014 14:27:07;125;107;125;30;262;91;80;11;132;2.0;2.0;1.0;3.0;1.0;0.0;Cambios en el titular aunque s¢lo es un enlace;0;120;0;0;0;0;0;0
Impactante: tornados gemelos destruyeron un pueblo en EE.UU.;;link;post_page_71339054219;71339054219_10152210086809220;https://www.facebook.com/71339054219/posts/10152210086809220;Impactantes fotos.;https://external.xx.fbcdn.net/safe_image.php?d=AQBgbiZ6iKlg4ezg&w=130&h=130&url=http%3A%2F%2Fbucket.clanacion.com.ar%2Fanexos%2Ffotos%2F65%2F1901165.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQDeYlELkgjXR1UF&url=http%3A%2F%2Fbucket.clanacion.com.ar%2Fanexos%2Ffotos%2F65%2F1901165.jpg;http://www.lanacion.com.ar/1702749-impactante-tornados-gemelos-destruyeron-un-pueblo-en-eeuu?utm_source=FB&utm_medium=Parti&utm_campaign=1702749;lanacion.com.ar;2014-06-23T00:15:01+0000;1403482501;6/23/2014 2:15:01;58;20;58;24;102;14;14;0;0;1.0;3.0;8.0;11.0;1.0;3.0;En algunos casos, como en este post y el de la fila 174, el enunciado entre corchetes califica el acontecimiento. Cambios en el titular. Galer¡a de im genes;0;57;0;0;0;0;0;0
Copa del Mundo: Portugal se lo empató a Estados Unidos 2-2 en la última jugada, pero no puede sentirse feliz;--cerrarMANAOS.- Fue un desahogo a medias.          Portugal se lo empató a los          Estados Unidos 2-2 en la última jugada, pero su situación sigue siendo muy delicada. El equipo europeo llegará a la última fecha con pocas chances de avanzar a octavos de final.Nani puso el 1-0 para los lusos a los 5' de un partido jugado a buen ritmo en la calurosa noche de Manaos. Jermaine Jones empató a los 64' y el capitán Clint Dempsey marcó el gol del aparente triunfo a los 81'. Fue Varela, a los 90+5, el autor de un empate que parecía ya imposible.Con este resultado, Estados Unidos y Alemania suman cuatro puntos y pasarían juntos a octavos de final si empatan el jueves en Recife. Portugal, que al igual que Ghana suma un punto, necesita derrotar a los africanos, que los norteamericanos pierdan y, en esos dos partidos, neutralizar su diferencia de gol de cuatro tantos negativos.Si las citas clave son para los grandes jugadores, la noche de Manaos abre un inteterrogante sobre Cristiano Ronaldo, que comenzó el partido con algunos arabescos sin peligro. Sería Nani el que liberaría a Portugal de la enorme presión con que había comenzado un encuentro al que Estados Unidos llegaba energizada y sonriente tras el 2-1 sobre Ghana en el debut.La situación para Portugal es complicada:- Un  empate entre Estados Unidos y Alemania elimina a Portugal- Un triunfo por 1-0 de Alemania ante Estados Unidos obliga a que Portugal le gane 4-0 a Ghana- Un triunfo por 1-0 de Estdos Unidos ante Alemania obliga a que Portugal le gane 7-0 a Ghana- Si le gana Alemania a Estados Unidos, Portugal deberá superar a Ghana y fijarse en la diferencia de gol. Un 1-0 de Alemania ante EEUU obligará a un 4-0 de Portugal ante Ghana. Un 2 a 0 de los germanos obligará a los portugueses a ganar 3 a  0.- Si gana Estados Unidos, Portugal sigue vivo con combinación de triunfo y nueve goles (1-0 EEUU-Alemania y 7-0 Portugal-Ghana, o 2-0 y 6-0, 3-0 y 5-0, etc).;link;post_page_71339054219;71339054219_10152216382354220;https://www.facebook.com/71339054219/posts/10152216382354220;Cristiano zaf¢ en el £ltimo minuto;https://external.xx.fbcdn.net/safe_image.php?d=AQCucH1NYYG8XoBI&w=130&h=130&url=https%3A%2F%2Ffbcdn-sphotos-e-a.akamaihd.net%2Fhphotos-ak-xpa1%2Ft31.0-8%2Fq77%2Fs720x720%2F10333763_10152216381374220_40127357537399118_o.jpg&cfs=1&sx=10&sy=0&sw=458&sh=458;https://external.xx.fbcdn.net/safe_image.php?d=AQA9G8qay6Uxi-rI&url=https%3A%2F%2Ffbcdn-sphotos-e-a.akamaihd.net%2Fhphotos-ak-xpa1%2Ft31.0-8%2Fq77%2Fs720x720%2F10333763_10152216381374220_40127357537399118_o.jpg;http://canchallena.lanacion.com.ar/1703404-portugal-estados-unidos-mundial-de-brasil?utm_source=FB&utm_medium=Cali&utm_campaign=1703404;canchallena.lanacion.com.ar;2014-06-23T00:11:30+0000;1403482290;6/23/2014 2:11:30;95;27;95;6;128;22;22;0;18;1.0;3.0;3.0;3.0;1.0;3.0;Cambios en el titular;0;93;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153127378664220;https://www.facebook.com/71339054219/posts/10153127378664220;El delantero no viaj¢ a Arabia Saudita;https://external.xx.fbcdn.net/safe_image.php?d=AQBC5Lu7E5z5DFmz&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439159122-7opoas8plmar36kgmsrotu20kvlnhop9.jpg&cfs=1&sx=106&sy=0&sw=400&sh=400;https://external.xx.fbcdn.net/safe_image.php?d=AQAlk5IYnaEc29BD&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439159122-7opoas8plmar36kgmsrotu20kvlnhop9.jpg;http://a.ln.com.ar/1f2m5Jo;a.ln.com.ar;2015-08-09T23:56:55+0000;1439164615;8/10/2015 1:56:55;291;10;291;8;309;9;9;0;13;2.0;1.0;1.0;3.0;1.0;1.0;Cambios en el titular de la nota. Intertextualidad adversativa en el texto del post;0;287;0;0;0;0;0;0
;;video;post_page_71339054219;71339054219_10153127307799220;https://www.facebook.com/71339054219/posts/10153127307799220;Los cantos de La C mpora en el b£nker del Frente para la Victoria  a la espera de los n£meros oficiales. Video: Fabi n Marelli;https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11407512_10153127313884220_1863703756_n.jpg?oh=4f668f9ef971faf04a8af951c3af572a&oe=585C9527;https://scontent.xx.fbcdn.net/v/t15.0-10/11407512_10153127313884220_1863703756_n.jpg?oh=fd5f3c9b3097e356ed9d664775128e79&oe=581E5CEA;https://www.facebook.com/lanacion/videos/10153127307799220/;facebook.com;2015-08-09T23:40:00+0000;1439163600;8/10/2015 1:40:00;73;186;73;30;289;169;137;32;324;1.0;1.0;4.0;1.0;3.0;3.0;Se etiquet¢ un lugar y a La C mpora. No se comparte nota sino un video. Interesante para analizar. Posteo de testigo en el bunker;0;72;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153127324044220;https://www.facebook.com/71339054219/posts/10153127324044220;#Elecciones2015;https://external.xx.fbcdn.net/safe_image.php?d=AQCQ7QkrRiUt__hY&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439161806-ht0jre83f8mg9keddg9jju1aq2j9ham4.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQATJcwF0GdcO_HT&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439161806-ht0jre83f8mg9keddg9jju1aq2j9ham4.jpg;http://a.ln.com.ar/1OZUbtY;a.ln.com.ar;2015-08-09T23:13:54+0000;1439162034;8/10/2015 1:13:54;595;263;595;340;1198;235;194;41;578;1.0;1.0;1.0;11.0;1.0;1.0;Cobertura de las Elecciones primarias 2015. Primer hashtag encontrado en el corpus que hace serie de las noticias sobre las elecciones;0;581;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153127298294220;https://www.facebook.com/71339054219/posts/10153127298294220;#Elecciones2015;https://external.xx.fbcdn.net/safe_image.php?d=AQDj4mXV0Uq_TJWQ&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439160662-5lh6tj6543ghrl3cri7aojc94tmpl1kp.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQDaJr1djIG8lDa2&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439160662-5lh6tj6543ghrl3cri7aojc94tmpl1kp.jpg;http://a.ln.com.ar/1MWIZkf;a.ln.com.ar;2015-08-09T22:56:57+0000;1439161017;8/10/2015 0:56:57;509;77;509;286;872;68;55;13;121;1.0;1.0;2.0;1.0;1.0;1.0;En la cobertura de las elecciones en las redes hay notas de color;0;497;0;0;0;0;0;0
;;photo;post_page_71339054219;71339054219_10153117796409220;https://www.facebook.com/71339054219/posts/10153117796409220;Frases para compartir?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11825084_10153117796409220_8385123070735973736_n.jpg?oh=592723aad668607ad1ef81bf25eebfca&oe=585D0A2F;https://scontent.xx.fbcdn.net/t31.0-8/s720x720/11834888_10153117796409220_8385123070735973736_o.jpg;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117796409220/?type=3;facebook.com;2015-08-09T22:40:00+0000;1439160000;8/10/2015 0:40:00;5098;141;5098;6542;11781;128;111;17;155;1.0;2.0;4.0;1.0;1.0;4.0;Se comparte una frase de Balb¡n. Interesante operaci¢n pol¡tica e ideol¢gica del diario en d¡a de veda electoral;0;5053;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153127108239220;https://www.facebook.com/71339054219/posts/10153127108239220;Marcos Mart¡nez y un escandaloso nocaut;https://external.xx.fbcdn.net/safe_image.php?d=AQBx7tGMA5pCGj42&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148827-9kl6mgpr8k7r94tvrbt4l2rls5uelnn3.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQAzeKHSkuWq6HVk&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148827-9kl6mgpr8k7r94tvrbt4l2rls5uelnn3.jpg;http://a.ln.com.ar/1f26864;a.ln.com.ar;2015-08-09T22:21:54+0000;1439158914;8/10/2015 0:21:54;78;43;78;32;153;39;34;5;32;1.0;3.0;1.0;3.0;1.0;3.0;Cambios en el titular. El texto del post es,m s tarde, parte del t¡tulo de la nota;0;76;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153127057914220;https://www.facebook.com/71339054219/posts/10153127057914220;El OM | OLYMPIQUE DE MARSEILLE sali¢ a responder al t?cnico argentino;https://external.xx.fbcdn.net/safe_image.php?d=AQD8Qiyb-hMPkfzb&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439155557-dclmep9m8mjg21amgprpvec42nr9vca6.jpg&cfs=1&sx=284&sy=0&sw=640&sh=640;https://external.xx.fbcdn.net/safe_image.php?d=AQAxl-sdPYUxJlu9&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439155557-dclmep9m8mjg21amgprpvec42nr9vca6.jpg;http://a.ln.com.ar/1MWzvFz;a.ln.com.ar;2015-08-09T21:48:51+0000;1439156931;8/9/2015 23:48:51;98;36;98;5;139;34;33;1;86;1.0;3.0;1.0;3.0;1.0;3.0;Etiquetan la cuenta oficial de un club. Mayor presencia de etiquetas. Cambios en el titular. Mayor presencia del Deporte.;0;97;0;0;0;0;0;0
;;photo;post_page_71339054219;71339054219_10153117797549220;https://www.facebook.com/71339054219/posts/10153117797549220;Frases para compartir?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11796365_10153117797549220_3231731794713313382_n.jpg?oh=80d57b14b61e6870600c2ad5938728cb&oe=582CE972;https://scontent.xx.fbcdn.net/t31.0-8/s720x720/11794272_10153117797549220_3231731794713313382_o.jpg;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117797549220/?type=3;facebook.com;2015-08-09T21:40:00+0000;1439156400;8/9/2015 23:40:00;3406;149;3406;3626;7181;133;110;23;269;1.0;2.0;4.0;1.0;1.0;4.0;;0;3373;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153127015104220;https://www.facebook.com/71339054219/posts/10153127015104220;#Elecciones2015;https://external.xx.fbcdn.net/safe_image.php?d=AQBkV3u0ntJ2idib&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439154926-v5hufdhrdg7fri2cvpu23ks61d94lltt.jpg&cfs=1&sx=458&sy=0&sw=450&sh=450&l;https://external.xx.fbcdn.net/safe_image.php?d=AQDzUVjXC52cvV_d&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439154926-v5hufdhrdg7fri2cvpu23ks61d94lltt.jpg&l;http://a.ln.com.ar/1MWxUjj;a.ln.com.ar;2015-08-09T21:21:06+0000;1439155266;8/9/2015 23:21:06;165;93;165;14;272;70;50;20;129;1.0;2.0;2.0;1.0;3.0;3.0;Cambios en el titular;0;164;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153126990384220;https://www.facebook.com/71339054219/posts/10153126990384220;LA NACION shared a link.;https://external.xx.fbcdn.net/safe_image.php?d=AQCg_BsXvncATbV_&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148846-ebrrok8lid4b0i8ducjqtfaocguo4lhr.jpg&cfs=1&sx=244&sy=0&sw=640&sh=640;https://external.xx.fbcdn.net/safe_image.php?d=AQBMrUc8btYELUTX&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148846-ebrrok8lid4b0i8ducjqtfaocguo4lhr.jpg;http://a.ln.com.ar/1f269ab;a.ln.com.ar;2015-08-09T21:05:03+0000;1439154303;8/9/2015 23:05:03;262;574;262;24;860;500;419;81;639;2.0;1.0;1.0;7.0;1.0;0.0;;0;259;0;0;0;0;0;0
;;photo;post_page_71339054219;71339054219_10153117798679220;https://www.facebook.com/71339054219/posts/10153117798679220;Frases para compartir?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11813523_10153117798679220_6513580435967758231_n.jpg?oh=817ca9918931646690811e0352ec3481&oe=5820BAD2;https://scontent.xx.fbcdn.net/t31.0-8/s720x720/11703589_10153117798679220_6513580435967758231_o.jpg;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117798679220/?type=3;facebook.com;2015-08-09T20:50:00+0000;1439153400;8/9/2015 22:50:00;1994;71;1994;1287;3352;63;45;18;79;1.0;2.0;4.0;1.0;1.0;4.0;"Todas las frases que comparte LN en este d¡a son de pol¡ticos radicales. Interesante para pensar operaciones pol¡ticas en tiempo de veda. Ver empleo del t?rmino ""felicidad"" en conexi¢n con Macri";0;1973;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153126922304220;https://www.facebook.com/71339054219/posts/10153126922304220;A la distancia  Leo Messi se sum¢ al tradicional evento  que se realiz¢ ayer en el Luna Park;https://external.xx.fbcdn.net/safe_image.php?d=AQAnwKFh0gVn9H_V&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439151593-7kmughh4gekrklsare11qjm0j3jttvev.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQDKT0Ad102VBaTf&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439151593-7kmughh4gekrklsare11qjm0j3jttvev.jpg;http://a.ln.com.ar/1N1CwUp;a.ln.com.ar;2015-08-09T20:30:14+0000;1439152214;8/9/2015 22:30:14;11726;642;11726;1526;13894;595;503;92;1018;1.0;1.0;1.0;11.0;1.0;3.0;Etiqueta a jugador y lugar. Cambios en el titular. El texto del post es casi igual a la bajada del titular de la nota;0;11592;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153126883899220;https://www.facebook.com/71339054219/posts/10153126883899220;Vot¢ Cristina Fernandez de Kirchner y se quej¢ por la  campa¤a sucia .;https://external.xx.fbcdn.net/safe_image.php?d=AQCnT7jgeqXx3Eiu&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148742-hocbcqep4hov3eumfa241qesaecfe3kr.jpg&cfs=1;https://external.xx.fbcdn.net/safe_image.php?d=AQBuSc-rmAWPLpCB&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148742-hocbcqep4hov3eumfa241qesaecfe3kr.jpg;http://a.ln.com.ar/1OZDmPT;a.ln.com.ar;2015-08-09T20:10:48+0000;1439151048;8/9/2015 22:10:48;576;1391;576;257;2224;1211;1103;108;2005;1.0;1.0;1.0;1.0;1.0;3.0;Etiquetan a CFK. Cambios en el titular. El t¡tulo de la nota luego del cambio es igual al texto del post+t¡tulo visible de la nota;0;569;0;0;0;0;0;0
;;photo;post_page_71339054219;71339054219_10153117799754220;https://www.facebook.com/71339054219/posts/10153117799754220;Frases para compartir?;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11817089_10153117799754220_8622863949613207208_n.jpg?oh=5ae39ecfb753ab5f382f5207c2898f77&oe=581D0097;https://scontent.xx.fbcdn.net/t31.0-8/s720x720/11845227_10153117799754220_8622863949613207208_o.jpg;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153117799754220/?type=3;facebook.com;2015-08-09T19:40:01+0000;1439149201;8/9/2015 21:40:01;467;15;467;197;679;10;10;0;9;1.0;2.0;4.0;1.0;1.0;4.0;reg¡menes personalistas. Operaci¢n pol¡tica pro-macrista;0;463;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153126802904220;https://www.facebook.com/71339054219/posts/10153126802904220;LA NACION shared a link.;https://external.xx.fbcdn.net/safe_image.php?d=AQBBRQ41UeWJK7MB&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148178-ap3nq4jvolbltlsshctcbvu1cma0tt3.jpg&cfs=1&sx=0&sy=0&sw=640&sh=640;https://external.xx.fbcdn.net/safe_image.php?d=AQADa6wQHxjgJ23P&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439148178-ap3nq4jvolbltlsshctcbvu1cma0tt3.jpg;http://a.ln.com.ar/1MWkzr4;a.ln.com.ar;2015-08-09T19:23:04+0000;1439148184;8/9/2015 21:23:04;51;9;51;3;63;6;5;1;11;2.0;3.0;1.0;7.0;1.0;0.0;;0;50;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153126773429220;https://www.facebook.com/71339054219/posts/10153126773429220;LA NACION shared a link.;https://external.xx.fbcdn.net/safe_image.php?d=AQCUuNYQgFa76ARd&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439143706-9e84us5u8rr1igssd18gs3jsdaj4ols7.jpg&cfs=1&sx=178&sy=0&sw=640&sh=640&l;https://external.xx.fbcdn.net/safe_image.php?d=AQCUkxlnNBd2Cq00&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439143706-9e84us5u8rr1igssd18gs3jsdaj4ols7.jpg&l;http://a.ln.com.ar/1f1WWPc;a.ln.com.ar;2015-08-09T19:01:30+0000;1439146890;8/9/2015 21:01:30;82;74;82;6;162;65;59;6;98;2.0;1.0;2.0;1.0;1.0;0.0;nota de color sobre elecciones: el voto de los famosos y sus declaraciones en TW;0;80;0;0;0;0;0;0
;;photo;post_page_71339054219;71339054219_10153126453109220;https://www.facebook.com/71339054219/posts/10153126453109220;[OPINIàN] La Justicia  tras los pasos de An¡bal Fernandezl y Cristina Fernandez de Kirchner http://a.ln.com.ar/1EhIjxJ por Joaqu¡n Morales Sol ;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11825783_10153126453109220_2199756627969070970_n.jpg?oh=0a142f86344a701ea1719ddf1d0fc410&oe=582C7BC8;https://scontent.xx.fbcdn.net/v/t1.0-9/11825783_10153126453109220_2199756627969070970_n.jpg?oh=f5d33324c1b5a8a9245ec5b5728914fe&oe=581D142E;https://www.facebook.com/lanacion/photos/a.10150092000724220.273081.71339054219/10153126453109220/?type=3;facebook.com;2015-08-09T18:40:01+0000;1439145601;8/9/2015 20:40:01;1018;132;1018;614;1764;118;81;37;121;1.0;2.0;3.0;1.0;2.0;3.0;Primera nota de opini¢n en el corpus. La opini¢n de Morales Sol  comparte la est?tica de las otras frases c?lebres publicadas. Se etiqueta a Anibal Fern ndez y CFK. Hasta aqu¡ se observan pocas interpelaciones en los post de 2015, lo cual tal vez habla de una comunidad establecida;0;1012;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153126732879220;https://www.facebook.com/71339054219/posts/10153126732879220;LA NACION shared a link.;https://external.xx.fbcdn.net/safe_image.php?d=AQCPaWI46dMvnPTy&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439144102-5umkq2vno9rcrafcfk4qai66e6dku3p3.jpg&cfs=1&sx=232&sy=0&sw=640&sh=640;https://external.xx.fbcdn.net/safe_image.php?d=AQDPtJAT8AmkUjXc&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439144102-5umkq2vno9rcrafcfk4qai66e6dku3p3.jpg;http://a.ln.com.ar/1MWc1ka;a.ln.com.ar;2015-08-09T18:30:55+0000;1439145055;8/9/2015 20:30:55;105;11;105;26;142;11;6;5;15;2.0;1.0;6.0;11.0;2.0;0.0;Cuando s¢lo se comparte el enlace el t¡tulo generalmente no cambia;0;102;0;0;0;0;0;0
;;link;post_page_71339054219;71339054219_10153126687634220;https://www.facebook.com/71339054219/posts/10153126687634220;No hay certezas si An¡bal es culpable o inocente  pero es escalofriante que lo denunciado les resulte cre¡ble a muchos de sus compa¤eros de ruta.;https://external.xx.fbcdn.net/safe_image.php?d=AQC6bLy82JSPUyca&w=130&h=130&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439133321-pik362e5bbuq4i17n4c08c35hslp7vgm.jpg&cfs=1&sx=155&sy=0&sw=640&sh=640;https://external.xx.fbcdn.net/safe_image.php?d=AQBdv0AbAAtLiusW&url=https%3A%2F%2Fs3-eu-west-1.amazonaws.com%2Fechobox-media%2Fsocial_media_images%2F389%2F389-1439133321-pik362e5bbuq4i17n4c08c35hslp7vgm.jpg;http://a.ln.com.ar/1N0Zlay;a.ln.com.ar;2015-08-09T18:09:51+0000;1439143791;8/9/2015 20:09:51;935;212;935;363;1510;186;158;28;272;1.0;2.0;3.0;1.0;1.0;3.0;Otra opini¢n el mismo d¡a. Discurso referido;0;922;0;0;0;0;0;0
